Song,Band,Album,Track ID,Popularity,Preview URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
Let's Get Rocked,Def Leppard,Adrenalize (Deluxe),0LoH6lFQLNscy3RyljAewK,59,,0.564,0.888,5,-6.763,1,0.0325,0.0109,6.68e-05,0.177,0.526,91.989,audio_features,295957,4
One,U2,Achtung Baby (Deluxe Edition),3G69vJMWsX6ZohTykad2AU,79,,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,audio_features,276187,4
Remedy,The Black Crowes,The Southern Harmony And Musical Companion,217a9W3cZ3ur40RFQW2pTo,60,,0.411,0.978,10,-3.801,0,0.0532,0.00138,3.97e-06,0.0782,0.353,160.478,audio_features,322640,4
Sting Me,The Black Crowes,The Southern Harmony And Musical Companion,134cGRMQbwEn7XQcSBFvkm,47,,0.55,0.975,0,-3.774,1,0.0656,0.00563,0.0,0.122,0.56,129.296,audio_features,280133,4
Even Better Than The Real Thing,U2,Achtung Baby (Deluxe Edition),4bK2vKMdkS0rNhbzRqAZe0,58,,0.505,0.759,7,-6.871,1,0.0303,0.00112,0.000365,0.168,0.65,128.63,audio_features,221373,4
Thorn In My Pride,The Black Crowes,The Southern Harmony And Musical Companion,4VDfpqLKbbuMMRIl14LLTg,51,,0.556,0.839,4,-5.381,1,0.0353,0.0455,0.000374,0.0929,0.538,143.15,audio_features,363893,4
How About That,Bad Company,Here Comes Trouble,0cpI4jYr4D2W7knJg4nvKn,40,https://p.scdn.co/mp3-preview/134eba91bba9e9815189e2234aeab6dd87172257?cid=3502c8805da84b25aa0305556012150b,0.661,0.504,2,-10.176,1,0.0279,0.00103,0.0174,0.0735,0.156,113.129,audio_features,326707,4
Digging In The Dirt,Peter Gabriel,Us (Remastered),6O11m7DJQCYR2GF8cQn1CF,45,,0.712,0.704,1,-8.817,1,0.0663,0.202,0.00317,0.139,0.54,80.936,audio_features,318067,4
Rest In Peace,Extreme,III Sides To Every Story,1LYS8juzvFqAF35hicj7qE,46,,0.69,0.655,8,-8.735,1,0.0283,0.00239,0.0206,0.11,0.695,99.79,audio_features,361773,4
Keep The Faith,Bon Jovi,Keep The Faith,5EWtBjCLy21d1hY9zdaEe8,61,,0.569,0.968,5,-3.72,0,0.0487,0.00108,0.00153,0.0814,0.568,117.783,audio_features,346533,4
Hotel Illness,The Black Crowes,The Southern Harmony And Musical Companion,4OlLGsCuu6GK7B0iq2WWlY,44,,0.521,0.902,7,-4.452,1,0.0309,0.0025,0.000142,0.186,0.86,120.097,audio_features,239560,4
Stand Up (Kick Love Into Motion),Def Leppard,Adrenalize (Deluxe),0dr71rw5oIcPtUHRJES6gP,47,,0.603,0.779,4,-7.479,1,0.0273,0.0854,1.58e-05,0.0628,0.792,103.027,audio_features,272871,4
Don't Tear Me Up,Mick Jagger,Wandering Spirit,5FJDdlqrK6Czv3EP0FloLF,42,,0.555,0.7,2,-4.372,1,0.0332,0.0898,0.000266,0.0679,0.387,91.83,audio_features,252920,4
Won't Get Fooled Again - Live,Van Halen,"Van Halen Live: Right Here, Right Now",2E7FmmZPTT3a9Gfc8BnwdP,27,https://p.scdn.co/mp3-preview/3a6cc70fb3efa174d27d9ba976f14cfdfd4b527f?cid=3502c8805da84b25aa0305556012150b,0.522,0.896,2,-8.724,1,0.0481,0.00149,0.0317,0.91,0.364,136.569,audio_features,341840,4
Pride and Joy,Coverdale/Page,Coverdale Page,2TnRY0jcT1X60r3nSGb2me,21,https://p.scdn.co/mp3-preview/89cad11187c51ec1ef03ce3b2f48a518282012b4?cid=3502c8805da84b25aa0305556012150b,0.243,0.919,2,-6.208,1,0.0975,0.0796,0.000147,0.277,0.262,100.918,audio_features,211760,4
Livin' On The Edge,Aerosmith,Big Ones,6OZAcgTPxmjUTuiatU0Viq,64,,0.341,0.862,2,-4.256,1,0.032,0.000437,0.563,0.218,0.29,84.42,audio_features,381400,4
Are You Gonna Go My Way,Lenny Kravitz,Are You Gonna Go My Way,45Ia1U4KtIjAPPU7Wv1Sea,77,,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,audio_features,211933,4
Plush,Stone Temple Pilots,Core,3jJZVeExYzVYiV6Y9Fl3DX,69,https://p.scdn.co/mp3-preview/34fc34262498af6b4d598e0cb5439ce952f08770?cid=3502c8805da84b25aa0305556012150b,0.423,0.954,7,-3.157,0,0.047,0.0021,0.0,0.177,0.5,144.553,audio_features,310347,4
Big Gun,AC/DC,Backtracks,7zjzu90Q4mtNNaE9Ol9Zbv,61,https://p.scdn.co/mp3-preview/cfab73a432c5d1aa072a3288f3f4ce2fd3af48f1?cid=3502c8805da84b25aa0305556012150b,0.569,0.901,9,-5.197,1,0.0544,0.00555,0.26,0.16,0.839,133.194,audio_features,259413,4
Cryin',Aerosmith,Get A Grip,4t1fWWJQs5V9YErfsrDslC,75,,0.452,0.813,9,-4.45,1,0.0319,8.31e-05,0.0381,0.274,0.539,105.757,audio_features,308560,3
What If I Came Knocking,John Mellencamp,Human Wheels,2jkkbZtzdukt4IoNyztZEf,30,,0.594,0.82,8,-4.451,0,0.0411,0.00249,0.00458,0.186,0.854,146.719,audio_features,306907,4
Peace Pipe,Cry Of Love,Brother,38wC6umxftE9TL2llqMzCV,39,https://p.scdn.co/mp3-preview/9f5bf39baabab6ac35d48621a5c07bd88e221430?cid=3502c8805da84b25aa0305556012150b,0.589,0.518,9,-11.484,1,0.03,0.0193,0.0,0.162,0.826,93.204,audio_features,237960,4
No Rain,Blind Melon,Blind Melon,6txWz9UapYHVxEd7dDIHXT,78,,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,audio_features,217107,4
Stick It Out - 2004 Remaster,Rush,Counterparts (2004 Remaster),46xRV0s4voxrYJ59emLzB6,37,https://p.scdn.co/mp3-preview/6a91d6708e188f566bf86a97116d881338f430d6?cid=3502c8805da84b25aa0305556012150b,0.535,0.946,0,-5.17,1,0.0453,0.000237,2.85e-05,0.12,0.271,119.971,audio_features,270680,4
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,Greatest Hits,3dmqIB2Qxe2XZobw9gXxJ6,76,,0.464,0.655,7,-9.058,0,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,audio_features,273600,4
Daughter - Remastered,Pearl Jam,Vs.,53eJFr4Mfbw5PXJ01K6cFw,72,https://p.scdn.co/mp3-preview/78311745e8fc6229d80ee4bd44e45738ca20d93b?cid=3502c8805da84b25aa0305556012150b,0.615,0.702,7,-9.686,1,0.0278,0.00746,0.00431,0.0608,0.734,96.987,audio_features,234333,4
Pincushion,ZZ Top,Antenna,0Sfg0Pri6NypRrd6DYiWJc,35,https://p.scdn.co/mp3-preview/49d22d3475db1a95348341dc7bad515f2852448d?cid=3502c8805da84b25aa0305556012150b,0.551,0.932,5,-8.0,0,0.0324,0.00115,0.00108,0.156,0.666,89.976,audio_features,273360,4
Deuces Are Wild,Aerosmith,Big Ones,4viUMIPk61pIvWUNDl0u4M,48,,0.493,0.838,0,-4.509,1,0.0303,0.00668,3.18e-05,0.104,0.426,74.956,audio_features,215867,4
No Excuses,Alice In Chains,Jar Of Flies,4PtZE0h5oyPhCtPjg3NeYQ,67,https://p.scdn.co/mp3-preview/f7daa62fbd3b718a879a1c1eebf9355f7026d72d?cid=3502c8805da84b25aa0305556012150b,0.527,0.838,3,-6.013,1,0.0323,0.0206,0.00062,0.07,0.721,117.454,audio_features,255573,4
Keep Talking - 2011 Remaster,Pink Floyd,The Division Bell (2011 Remastered Version),5q45u6NsnW3EiNnpjBmwOC,49,https://p.scdn.co/mp3-preview/6194ebfca301934eaf54af8d686d90ca08aa6d46?cid=3502c8805da84b25aa0305556012150b,0.497,0.805,4,-10.59,0,0.0548,0.165,0.0125,0.0765,0.179,100.312,audio_features,370667,4
Shine,Collective Soul,"Hints, Allegations & Things Left Unsaid",77YKoNCjP5hWqiXMRG2839,73,,0.543,0.423,6,-8.797,1,0.0282,0.295,0.0862,0.152,0.355,150.132,audio_features,306040,4
Black Hole Sun,Soundgarden,Superunknown (Deluxe Edition),2EoOZnxNgtmZaD8uUmz2nD,81,,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,audio_features,318587,4
Vasoline - 2019 Remaster,Stone Temple Pilots,Purple (2019 Remaster),4fjsOdrWMaKf70x21h5XbX,66,https://p.scdn.co/mp3-preview/0235568b2cc381601628274e49dfaaa858eab673?cid=3502c8805da84b25aa0305556012150b,0.295,0.977,10,-7.086,1,0.088,0.00147,0.000187,0.0887,0.353,168.672,audio_features,176547,4
Interstate Love Song - 2019 Remaster,Stone Temple Pilots,Purple (2019 Remaster),6qLEOZvf5gI7kWE63JE7p3,78,https://p.scdn.co/mp3-preview/f42cc9d39437328b5c38f0c9c18debe8a78f4598?cid=3502c8805da84b25aa0305556012150b,0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,audio_features,194853,4
You Don't Know How It Feels,Tom Petty,Wildflowers,7MooGz4ZPE4bNxjFegR6Jx,66,https://p.scdn.co/mp3-preview/40b5fda09d4dfbb689bcb1c8b6e30252f27666d0?cid=3502c8805da84b25aa0305556012150b,0.765,0.502,9,-7.393,1,0.0321,0.119,0.0011,0.171,0.836,144.204,audio_features,289440,4
Better Man,Pearl Jam,Vitalogy,2B98ljvzqpCVgt5reTHq28,70,https://p.scdn.co/mp3-preview/84e4fa43f4954d2c1a89bd6921cdc3c937cb29d8?cid=3502c8805da84b25aa0305556012150b,0.445,0.671,2,-7.937,1,0.0387,0.165,1.56e-05,0.0791,0.267,125.712,audio_features,268587,4
Don't Tell Me,Van Halen,Balance,4kqhpdBNKywstQpWMnEglC,44,https://p.scdn.co/mp3-preview/cffc7b9f19c5210b1b80c02dfc97f6d806741122?cid=3502c8805da84b25aa0305556012150b,0.637,0.795,6,-4.691,0,0.0272,0.00516,2.7e-05,0.0848,0.658,105.96,audio_features,356067,4
Lightning Crashes,Live,Throwing Copper,48iWbsOaBUAGzMdoSmqyg1,72,,0.385,0.433,11,-9.256,1,0.0435,0.241,7.07e-06,0.11,0.427,89.974,audio_features,325600,4
December,Collective Soul,Collective Soul,7GNLvWRG9itrCk0zarYKmQ,65,,0.683,0.645,0,-5.707,1,0.0272,0.589,0.00432,0.18,0.366,121.995,audio_features,285000,4
"Hold Me, Thrill Me, Kiss Me, Kill Me - From 'Batman Forever'",U2,The Best Of 1990-2000,4bIwOXjK9XhSciQNhBiu3Q,41,,0.368,0.849,10,-6.973,0,0.0417,7.7e-05,0.276,0.167,0.377,171.661,audio_features,286840,4
And Fools Shine On,Brother Cane,Seeds,1krCklZhY9iG5wkcPrpZd2,40,,0.77,0.55,10,-7.13,1,0.0476,0.25,0.000113,0.254,0.694,114.218,audio_features,282000,4
Tomorrow,Silverchair,Frogstomp (Deluxe Edition) [Remastered],24tO365YW6lcZr1hN4Ukzj,66,https://p.scdn.co/mp3-preview/a2b8a3af3004d70311bd67d526db72e554443cfc?cid=3502c8805da84b25aa0305556012150b,0.292,0.714,2,-4.919,1,0.0316,0.000658,0.000109,0.102,0.462,151.412,audio_features,266280,3
Hard as a Rock,AC/DC,Ballbreaker,1gij27s31tFKcTHa8f1u4g,62,https://p.scdn.co/mp3-preview/00022162af7e85dacaf5c5613108ade7dc8b76f1?cid=3502c8805da84b25aa0305556012150b,0.481,0.724,4,-5.642,1,0.0324,0.0018,0.177,0.11,0.2,116.322,audio_features,271000,4
Name,The Goo Goo Dolls,A Boy Named Goo,1G8jae4jD8mwkXdodqHsBM,70,https://p.scdn.co/mp3-preview/e201cbffa54169a2ae60e52c3a097bc83169e5ff?cid=3502c8805da84b25aa0305556012150b,0.464,0.701,9,-5.943,1,0.0341,0.0691,0.00182,0.0766,0.407,73.97,audio_features,270000,4
My Friends,Red Hot Chili Peppers,One Hot Minute (Deluxe Edition),6HksxcBzMVdT17aq1Q79Xe,64,https://p.scdn.co/mp3-preview/ceeb74dfa5c9d86727475e3faf116449da1bb5ca?cid=3502c8805da84b25aa0305556012150b,0.439,0.709,0,-3.545,1,0.026,0.00565,0.00152,0.131,0.319,81.331,audio_features,248640,4
Cumbersome,Seven Mary Three,American Standard,6u1yKoh00WaoSpNp46RzKF,66,https://p.scdn.co/mp3-preview/9ba3e00603b1dec4d4665af3126f806b33422bbc?cid=3502c8805da84b25aa0305556012150b,0.543,0.79,11,-5.932,1,0.0358,0.00811,0.0,0.238,0.339,80.923,audio_features,236973,4
The World I Know,Collective Soul,Collective Soul,1HSVpIU0XU1WuwiBLBWAZd,66,,0.514,0.704,2,-4.724,1,0.0261,0.0508,0.00214,0.228,0.386,76.972,audio_features,255467,4
1979 - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),5QLHGv0DfpeXLNFo7SFEy1,80,,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,audio_features,266200,4
Santa Monica,Everclear,Sparkle And Fade,37EJtTS7jT5WUyXGZzrwnI,71,,0.491,0.942,7,-5.333,1,0.132,0.156,0.0,0.367,0.387,100.446,audio_features,191507,4
In the Meantime,Spacehog,Resident Alien,02lTDOxHeXTHsdwXoz6lpC,70,https://p.scdn.co/mp3-preview/20b0baa4734aebedaf91ce392e0f1f1dd92c106b?cid=3502c8805da84b25aa0305556012150b,0.269,0.895,9,-6.382,1,0.118,0.083,0.00266,0.153,0.16,168.479,audio_features,299507,4
Big Bang Baby,Stone Temple Pilots,Tiny Music...Songs from the Vatican Gift Shop,7mHk9xv1aYsd0T3m9nolyk,54,https://p.scdn.co/mp3-preview/cfc455af0b4a36c59abc5c0a70532996effcb267?cid=3502c8805da84b25aa0305556012150b,0.506,0.964,4,-3.881,0,0.0398,0.00814,0.0159,0.304,0.696,122.785,audio_features,202813,4
Where The River Flows,Collective Soul,Collective Soul,5c3K5Lwh6vcHi98qNYSNx8,61,,0.733,0.727,0,-7.055,1,0.0315,0.331,0.000171,0.106,0.965,127.633,audio_features,215867,4
Humans Being,Van Halen,Best of Volume 1,6srExnnKuvR3MvUqDHt1Ty,48,https://p.scdn.co/mp3-preview/916e44acb05cf49e252746f1fd29c5e75d24ac22?cid=3502c8805da84b25aa0305556012150b,0.461,0.878,8,-5.586,1,0.093,0.00338,0.0145,0.19,0.387,124.052,audio_features,307960,4
Until It Sleeps,Metallica,Load,2Iv4HSoMX2fDeXFcOJWyWX,67,,0.568,0.92,8,-4.434,0,0.0297,0.000248,0.0714,0.149,0.719,113.394,audio_features,267933,4
Trippin' on a Hole in a Paper Heart,Stone Temple Pilots,Tiny Music...Songs from the Vatican Gift Shop,2gdtLnVGGg80Kj9GiqP0vH,63,https://p.scdn.co/mp3-preview/587fb95a4969d9e0e4ec09967c29acaecd5412e6?cid=3502c8805da84b25aa0305556012150b,0.47,0.989,7,-3.857,1,0.0632,0.000386,0.00161,0.157,0.446,106.479,audio_features,175920,4
Burden In My Hand,Soundgarden,Down On The Upside,1iArQTuOzxvrtniGmkyy92,64,,0.319,0.803,10,-8.928,1,0.0394,0.00534,0.0126,0.177,0.589,183.031,audio_features,290107,4
Test for Echo - 2004 Remaster,Rush,Test for Echo (2004 Remaster),0uV03rQUQn4j6HhWz7Nt2T,37,https://p.scdn.co/mp3-preview/c37e65d0f5957037feacbdcf5c4447e6438b1396?cid=3502c8805da84b25aa0305556012150b,0.541,0.851,2,-9.239,0,0.035,0.0004,0.0181,0.158,0.564,130.209,audio_features,355667,4
Me Wise Magic,Van Halen,Best of Volume 1,4sS1PlcDSYMZ87daGN1PtY,32,https://p.scdn.co/mp3-preview/ca3fe4e05bd33ac18e2a5415120ddaef646d9392?cid=3502c8805da84b25aa0305556012150b,0.411,0.933,11,-5.781,0,0.0882,0.0034,0.2,0.271,0.35,97.321,audio_features,366160,4
Hero Of The Day,Metallica,Load,0rDPQzWWmLTv9deHn4ulG7,60,,0.35,0.902,8,-7.125,1,0.0357,8.82e-05,0.0425,0.111,0.78,115.909,audio_features,261907,4
Blow Up The Outside World,Soundgarden,Down On The Upside,5TLA7O0ogTqwZHbS3ERabw,60,,0.33,0.529,9,-10.043,1,0.0358,0.000807,0.214,0.126,0.148,140.156,audio_features,345667,4
Lady Picture Show,Stone Temple Pilots,Tiny Music...Songs from the Vatican Gift Shop,6y1I8cGzw6KWy2zPA572Jq,49,https://p.scdn.co/mp3-preview/5023e99db5b35c1b4022fb3865c663218be33d9e?cid=3502c8805da84b25aa0305556012150b,0.343,0.936,4,-4.897,1,0.0386,0.0148,3.37e-05,0.113,0.522,156.905,audio_features,246307,4
One Headlight,The Wallflowers,Bringing Down The Horse,0z1b34WikhOH9ZxU8QDWcv,74,,0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,audio_features,312627,4
Falling In Love (Is Hard On The Knees),Aerosmith,Nine Lives,798M8UpxnEqKotUBuiDqhR,52,,0.608,0.869,7,-4.466,0,0.0321,0.0154,0.0,0.128,0.862,116.563,audio_features,205924,4
Precious Declaration,Collective Soul,Disciplined Breakdown,17UNl3uil4LWVBmjVm5p21,53,,0.529,0.866,6,-5.053,1,0.0391,0.0321,0.00117,0.148,0.759,107.545,audio_features,221187,4
Gone Away - 1997,The Offspring,Ixnay On The Hombre,5BnFZLH99sYav2cxJFGO2n,73,,0.45,0.945,3,-3.995,1,0.0806,0.012,0.00687,0.0683,0.294,111.342,audio_features,268827,4
Little White Lie,Sammy Hagar,Marching To Mars,65Rd5COEe0XYB3rL0nqkX3,28,,0.727,0.744,11,-7.431,0,0.091,0.0966,0.144,0.129,0.834,92.832,audio_features,173453,4
If You Could Only See,Tonic,Lemon Parade,4KoNBTm9a55KgLMtEaf3n6,71,,0.433,0.946,10,-5.138,0,0.0398,0.00264,0.0,0.198,0.578,95.169,audio_features,261520,4
Listen,Collective Soul,Disciplined Breakdown,0dcEYxnV7CmSfEiyHdAaS0,46,,0.572,0.817,2,-6.23,1,0.0285,0.0496,1.95e-05,0.105,0.736,99.023,audio_features,252267,4
Pink,Aerosmith,Nine Lives,0Xl2pAlIRE6ANULPdEI7fx,67,,0.473,0.768,0,-4.708,1,0.037,0.00994,0.0,0.145,0.826,171.669,audio_features,235474,4
"Touch, Peel And Stand",Days Of The New,Born In The 90s Forever Young,6nctBdStFa2oNGeRsLeqDC,34,,0.568,0.622,11,-8.15,1,0.03,0.0609,2.62e-06,0.301,0.833,81.935,audio_features,297813,4
Given to Fly,Pearl Jam,Yield,3vL9lPWBuv0ZR3c5YmdhDl,63,https://p.scdn.co/mp3-preview/a24484f5898020d606178700624f889ffbf80e33?cid=3502c8805da84b25aa0305556012150b,0.317,0.764,7,-7.076,1,0.0282,0.000294,0.099,0.0996,0.341,101.173,audio_features,238867,4
Without You,Van Halen,Van Halen III,2m01P9Yg3DvnqrV57qQghi,34,https://p.scdn.co/mp3-preview/6f99752f31a1a1097e93159a6faae9b5d2666852?cid=3502c8805da84b25aa0305556012150b,0.531,0.9,2,-5.898,1,0.0338,0.00829,4.52e-05,0.0379,0.728,96.021,audio_features,390107,4
Blue on Black,Kenny Wayne Shepherd,Trouble Is...,7GRq9NUgqhxPGUUksX02fk,62,https://p.scdn.co/mp3-preview/22773439344f1a493b500f2b6b6c4fe7325a74b0?cid=3502c8805da84b25aa0305556012150b,0.412,0.676,7,-7.341,1,0.0266,0.00596,0.112,0.209,0.557,155.431,audio_features,333733,4
I Lie In The Bed I Make,Brother Cane,Wishpool,6LEtLHTAcZ9Km1n1oKwe8o,27,,0.549,0.664,11,-8.692,0,0.0282,0.000457,5.39e-06,0.103,0.543,114.5,audio_features,266600,4
The Down Town,Days Of The New,Live Bootleg,2Al0HbK7QQToB83VBGJKb5,14,https://p.scdn.co/mp3-preview/0a4f302b909b215ddf3815065af8559900d60e8e?cid=3502c8805da84b25aa0305556012150b,0.497,0.506,8,-7.007,0,0.0275,0.314,0.0,0.665,0.267,132.715,audio_features,286507,4
What's This Life For,Creed,My Own Prison,01z3wyn02forxUQHEDAa0R,60,,0.393,0.78,7,-4.771,1,0.0317,0.00966,1.37e-05,0.105,0.204,141.772,audio_features,248227,4
Psycho Circus,KISS,Psycho Circus,1D28pacrVWg8sg7v00l4uR,51,,0.556,0.929,1,-5.055,1,0.0637,7.36e-05,0.38,0.237,0.44,121.48,audio_features,330360,4
Fly Away,Lenny Kravitz,5,1OxcIUqVmVYxT6427tbhDW,77,,0.587,0.872,7,-5.066,1,0.0484,0.018,0.0,0.622,0.735,159.925,audio_features,221333,4
Turn The Page,Metallica,Garage Inc.,1aXFBWnnPFRKUN7vuIA5h0,67,,0.426,0.813,8,-3.963,1,0.0318,1.94e-05,0.022,0.0937,0.228,149.013,audio_features,366467,4
What It's Like,Everlast,Whitey Ford Sings the Blues,6vUPPEN2V2lZ78b6DyEIjZ,72,https://p.scdn.co/mp3-preview/7201ee7b266a22b14fec558da92f8176149ce3af?cid=3502c8805da84b25aa0305556012150b,0.679,0.557,0,-7.423,1,0.0281,0.0904,0.0324,0.0866,0.405,85.152,audio_features,303133,4
Heavy,Collective Soul,Dosage,0VbOBom0Ya2zrlSpv7II1C,66,,0.553,0.872,1,-5.617,1,0.0374,0.00109,0.00115,0.0988,0.543,106.927,audio_features,174913,4
Lit Up,Buckcherry,Buckcherry,1OBMSzh2ocRqK2gUFaMBSM,62,,0.652,0.871,5,-3.136,0,0.034,0.000535,1.23e-05,0.357,0.938,128.822,audio_features,215560,4
Promises,Def Leppard,Euphoria,4GbVDG1NFH1kzqCHRCFj5D,48,,0.488,0.839,4,-7.517,1,0.0513,0.00841,4.73e-06,0.402,0.465,123.091,audio_features,239727,4
Scar Tissue,Red Hot Chili Peppers,Californication (Deluxe Edition),1G391cbiT3v3Cywg8T7DM1,85,https://p.scdn.co/mp3-preview/5aa4aff376bccc73f7fa7df2954649e30a56c4b1?cid=3502c8805da84b25aa0305556012150b,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,audio_features,215907,4
Higher,Creed,Human Clay,1ZozJfi8u9cO2Ob8KwiwNT,79,,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,audio_features,316733,4
No Leaf Clover - Live,Metallica,S&M,2UIuYNBg8r5pkoG2MjdLZT,58,,0.246,0.95,3,-5.034,0,0.107,0.000598,0.00166,0.959,0.359,151.568,audio_features,343200,4
Stiff Upper Lip,AC/DC,Stiff Upper Lip,1KBuhAHzia2qoD4u6YhvER,67,https://p.scdn.co/mp3-preview/08d6bbbf83c5686aec4250fdf48a9f2f5b225224?cid=3502c8805da84b25aa0305556012150b,0.588,0.851,7,-4.206,1,0.033,0.0344,0.00773,0.16,0.706,123.691,audio_features,214560,4
Kryptonite,3 Doors Down,The Better Life,6ZOBP3NvffbU4SZcrnt1k6,84,,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,audio_features,233933,4
I Disappear,Metallica,I Disappear,46tSt69Xw10Ej8Rn7wJmFt,60,,0.536,0.928,1,-3.64,1,0.0498,0.000213,6.56e-05,0.0411,0.46,122.655,audio_features,266240,4
With Arms Wide Open,Creed,Stadium Anthems,3PqjNjez477HKHqjfiB0na,58,,0.415,0.533,0,-8.445,1,0.0308,0.0037,0.000732,0.176,0.126,138.929,audio_features,278440,4
Californication,Red Hot Chili Peppers,Californication (Deluxe Edition),48UPSzbZjgc449aqz8bxox,86,https://p.scdn.co/mp3-preview/0fd595c5b63db10f4a99683f8248ea5d13700683?cid=3502c8805da84b25aa0305556012150b,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,audio_features,329733,4
Loser,3 Doors Down,The Better Life,1aC1IBAETh2XYGOE8kCC6t,64,,0.493,0.88,6,-6.424,0,0.0693,0.0108,2.66e-05,0.226,0.389,147.913,audio_features,264800,4
Awake,Godsmack,Awake,6xXlurslWqFuyqTCBlErzX,70,,0.395,0.756,7,-4.12,1,0.0544,1.74e-05,0.00665,0.319,0.475,112.092,audio_features,304373,4
Jaded,Aerosmith,Just Push Play,6uhj7EIZZm3OwVr0gWfkQn,66,,0.518,0.866,9,-4.476,1,0.0509,0.00413,1.93e-05,0.246,0.671,117.983,audio_features,215824,4
Breakdown,Tantric,Tantric (U.S. Version-Enh'd),6tpGF2kYnrqO0S44jKxduZ,57,https://p.scdn.co/mp3-preview/74597f60deb71a45349b6e6ff1288f0b44574be1?cid=3502c8805da84b25aa0305556012150b,0.569,0.945,8,-5.673,0,0.0503,0.00936,0.0,0.121,0.483,100.04,audio_features,190667,4
Duck And Run,3 Doors Down,The Better Life,0s8OsDxW96cl290PcsI2mX,52,,0.524,0.919,4,-5.505,0,0.0436,0.0149,7.05e-05,0.131,0.848,87.931,audio_features,230600,4
It's Been Awhile,Staind,Break the Cycle,1BExV8JprNJLvLeDE9qdEW,69,https://p.scdn.co/mp3-preview/556736a51750be67c6a0f53211efadc248fd9938?cid=3502c8805da84b25aa0305556012150b,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,audio_features,264707,4
How You Remind Me,Nickelback,Silver Side Up,0gmbgwZ8iqyMPmXefof8Yf,86,https://p.scdn.co/mp3-preview/94fd201045f5b682935957a8206075638dc4622d?cid=3502c8805da84b25aa0305556012150b,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,audio_features,223840,4
My Sacrifice,Creed,Weathered,2VSbEXqs6NbNiZSTcHlIDR,76,,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,audio_features,294600,4
Blurry,Puddle Of Mudd,Come Clean,0FLBNqc5oAiTt4J2e3fe3y,69,,0.432,0.936,3,-4.537,0,0.0562,0.00691,0.0,0.14,0.499,157.469,audio_features,303920,4
Too Bad,Nickelback,Silver Side Up,2cCWbBmadLbKvr9xddC79R,65,https://p.scdn.co/mp3-preview/37645b9e6693cc203248a4f6e37510b28396f4f0?cid=3502c8805da84b25aa0305556012150b,0.598,0.808,10,-5.209,1,0.0388,0.00304,0.0,0.147,0.288,128.025,audio_features,232240,4
I Stand Alone,Godsmack,Faceless,44NRdYQw7P0GWuiunRv3hr,74,,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,audio_features,246040,4
Hero (feat. Josey Scott),Chad Kroeger,Hero (feat. Josey Scott),779ooI3rBd0CLqCiiJmtVo,70,https://p.scdn.co/mp3-preview/e26284b2a387742bc250f455ea4ed7bfb8502f57?cid=3502c8805da84b25aa0305556012150b,0.427,0.843,4,-4.54,1,0.0364,0.00216,0.0,0.179,0.304,147.387,audio_features,200480,3
Drift And Die,Puddle Of Mudd,Come Clean,0pEBL0Jl8ak9vEJu8nW9oL,52,,0.433,0.858,11,-4.326,1,0.0361,0.00583,0.0,0.105,0.349,95.985,audio_features,265067,4
By the Way,Red Hot Chili Peppers,By the Way (Deluxe Edition),1f2V8U1BiWaC9aJWmpOARe,79,https://p.scdn.co/mp3-preview/9caddc9fdc2951fcdfe1f3fbda147c5d1871501b?cid=3502c8805da84b25aa0305556012150b,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,audio_features,216933,4
Aerials,System Of A Down,Toxicity,4e9eGQYsOiBcftrWXwsVco,81,https://p.scdn.co/mp3-preview/b39ec3629c47cbef5ebc57f864effc531cf4b62c?cid=3502c8805da84b25aa0305556012150b,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,audio_features,235053,4
